,as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator,overall_approval_rate
837,2017,54-0259290,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,179.0,Not applicable,3,Loan originated,1,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Lake County,69.0,309.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,100.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,13321.0,23.13999938964844,58400.0,122.19000244140624,3840.0,4787.0,,0.7940541042938857
838,2017,20-0378305,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,274.0,Not applicable,3,Loan originated,1,Philadelphia - PA,37964.0,Pennsylvania,PA,42.0,Philadelphia County,101.0,158.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Female,2,Male,1,240.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5937.0,7.119999885559082,57400.0,138.35000610351562,1693.0,2547.0,,0.7940541042938857
839,2017,26-0595342,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,350.0,Preapproval was not requested,2,Loan originated,1,El Paso - TX,21340.0,Texas,TX,48.0,El Paso County,141.0,102.14,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,130.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6225.0,62.86000061035156,45300.0,279.7200012207031,1575.0,2041.0,,0.7940541042938857
840,2017,13-4225190,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,82.0,Not applicable,3,Application withdrawn by applicant,4,Chico - CA,17020.0,California,CA,6.0,Butte County,7.0,30.01,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,79.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3657.0,49.43999862670898,62600.0,58.27000045776367,593.0,1181.0,,0.7940541042938857
841,2017,84-0927358,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,424.0,Not applicable,3,Loan originated,1,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Douglas County,35.0,145.06,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,225.0,Private securitization,5,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3839.0,15.859999656677246,83900.0,151.49000549316406,1222.0,1459.0,,0.7940541042938857
842,2017,74-3038404,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,60.0,Not applicable,3,Application withdrawn by applicant,4,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Osceola County,97.0,408.02,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,29.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7215.0,49.119998931884766,58400.0,90.41999816894533,876.0,5354.0,,0.7940541042938857
843,2017,0000497404,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,70.0,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614.0,New Jersey,NJ,34.0,Ocean County,29.0,7312.01,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,50.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,Credit history,3.0,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4253.0,11.399999618530272,73700.0,62.13999938964844,2442.0,3092.0,,0.7940541042938857
844,2017,0000030810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,35.0,Not applicable,3,Application denied by financial institution,3,"Kansas City - MO, KS",28140.0,Kansas,KS,20.0,Wyandotte County,209.0,435.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,20.0,Loan was not originated or was not sold in calendar year covered by register,0,Unverifiable information,6.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,1753.0,29.209999084472656,74600.0,79.22000122070312,479.0,671.0,,0.7940541042938857
845,2017,0000852320,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,105.0,Not applicable,3,Loan purchased by the institution,6,,,Kentucky,KY,21.0,Simpson County,213.0,9702.0,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,4519.0,11.18000030517578,47800.0,115.72000122070312,1202.0,1796.0,,0.7940541042938857
846,2017,05-0402708,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,74.0,Preapproval was not requested,2,Application denied by financial institution,3,Philadelphia - PA,37964.0,Pennsylvania,PA,42.0,Philadelphia County,101.0,172.01,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,30.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3516.0,97.63999938964844,57400.0,52.36000061035156,766.0,1491.0,,0.7940541042938857
847,2017,0000712504,Office of the Comptroller of the Currency,OCC,1,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,20.0,Not applicable,3,Application denied by financial institution,3,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,Riverside County,65.0,426.24,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,52.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,,4321.0,73.58999633789062,63200.0,142.4600067138672,835.0,1086.0,,0.7940541042938857
848,2017,46-3537400,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,132.0,Not applicable,3,Application withdrawn by applicant,4,,,Texas,TX,48.0,Dallam County,111.0,9501.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,"Information not provided by applicant in mail, Internet, or telephone application",3,80.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,1512.0,22.6200008392334,54200.0,124.51000213623048,316.0,667.0,,0.7940541042938857
849,2017,13-6131491,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,247.0,Not applicable,3,Loan originated,1,"Allentown, Bethlehem, Easton - PA, NJ",10900.0,Pennsylvania,PA,42.0,Northampton County,95.0,167.0,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,53.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6484.0,5.769999980926514,75200.0,143.1300048828125,1804.0,1998.0,,0.7940541042938857
850,2017,0000808176,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,91.0,Preapproval was not requested,2,Application denied by financial institution,3,"Dallas, Plano, Irving - TX",19124.0,Texas,TX,48.0,Dallas County,113.0,78.04,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Black or African American,3,,,,,,,,,Black or African American,3,,,,,,,,,Male,1,Female,2,259.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5208.0,78.41999816894531,73400.0,64.52999877929688,484.0,867.0,,0.7940541042938857
851,2017,0000068659,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,248.0,Not applicable,3,Loan originated,1,"Hartford, West Hartford, East Hartford - CT",25540.0,Connecticut,CT,9.0,Hartford County,3.0,4942.01,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Asian,2,,,,,,,,,Asian,2,,,,,,,,,Female,2,Male,1,129.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4649.0,19.51000022888184,90200.0,114.4499969482422,1491.0,1494.0,,0.7940541042938857
852,2017,0000601050,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Not owner-occupied as a principal dwelling,2,15.0,Not applicable,3,Application denied by financial institution,3,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Louis County,189.0,2109.23,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,12.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,,5494.0,45.77999877929688,74300.0,103.98999786376952,1528.0,2052.0,,0.7940541042938857
853,2017,0000063194,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,190.0,Preapproval was requested,1,Loan originated,1,,,Idaho,ID,16.0,Bingham County,11.0,9502.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,57.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3691.0,10.239999771118164,55200.0,122.2300033569336,1009.0,1403.0,,0.7940541042938857
854,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,60.0,Not applicable,3,Loan originated,1,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,San Bernardino County,71.0,97.09,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,20.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6022.0,36.27999877929688,63200.0,67.75,1214.0,2110.0,,0.7940541042938857
855,2017,0542409990,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,272.0,Preapproval was not requested,2,Application withdrawn by applicant,4,Tucson - AZ,46060.0,Arizona,AZ,4.0,Pima County,19.0,40.62,Hispanic or Latino,1,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,103.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5316.0,37.130001068115234,59300.0,137.97000122070312,1157.0,1890.0,,0.7940541042938857
856,2017,0000060153,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,209.0,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Kings County,47.0,1220.0,Not Hispanic or Latino,2,No co-applicant,5,American Indian or Alaska Native,1,Black or African American,3.0,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,46.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5573.0,100.0,73700.0,80.94999694824219,381.0,1576.0,,0.7940541042938857
857,2017,22-3039688,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,135.0,Not applicable,3,File closed for incompleteness,5,Columbus - OH,18140.0,Ohio,OH,39.0,Fairfield County,45.0,301.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,63.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3783.0,6.159999847412109,73900.0,95.45999908447266,1142.0,2046.0,,0.7940541042938857
858,2017,68-0309242,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,524.0,Not applicable,3,Loan originated,1,"Oakland, Hayward, Berkeley - CA",36084.0,California,CA,6.0,Contra Costa County,13.0,3390.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,157.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6603.0,45.810001373291016,97400.0,101.48999786376952,813.0,805.0,,0.7940541042938857
859,2017,26-0021318,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,108.0,Not applicable,3,Loan originated,1,,,Kansas,KS,20.0,Crawford County,37.0,9573.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,33.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3331.0,16.93000030517578,60300.0,119.41000366210938,781.0,1358.0,,0.7940541042938857
860,2017,7197000003,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,175.0,Not applicable,3,Loan originated,1,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,San Bernardino County,71.0,104.12,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7665.0,22.57999992370605,63200.0,102.45999908447266,1951.0,3304.0,,0.7940541042938857
861,2017,0000299046,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,110.0,Not applicable,3,Loan originated,1,,,Missouri,MO,29.0,Audrain County,7.0,9503.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,73.0,Affiliate institution,8,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3771.0,3.180000066757202,50800.0,142.4499969482422,1055.0,1255.0,,0.7940541042938857
862,2017,26-2053389,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,265.0,Preapproval was not requested,2,Application denied by financial institution,3,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Osceola County,97.0,427.01,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,54.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,8151.0,83.76000213623047,58400.0,78.0,1304.0,2163.0,,0.7940541042938857
863,2017,0000021122,Federal Deposit Insurance Corporation,FDIC,3,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,234.0,Not applicable,3,Loan originated,1,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,Jefferson County,99.0,7006.03,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,98.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5952.0,1.919999957084656,74300.0,103.4000015258789,1918.0,2131.0,,0.7940541042938857
864,2017,38-3564305,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,378.0,Preapproval was requested,1,Loan originated,1,"West Palm Beach, Boca Raton, Delray Beach - FL",48424.0,Florida,FL,12.0,Palm Beach County,99.0,77.54,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,146.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4497.0,13.300000190734863,67900.0,135.52000427246094,1801.0,2422.0,,0.7940541042938857
865,2017,84-1040263,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,219.0,Preapproval was not requested,2,Application withdrawn by applicant,4,Colorado Springs - CO,17820.0,Colorado,CO,8.0,El Paso County,41.0,30.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,95.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4923.0,23.65999984741211,73500.0,84.48999786376953,965.0,1579.0,,0.7940541042938857
866,2017,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,330.0,Not applicable,3,Loan purchased by the institution,6,"Oakland, Hayward, Berkeley - CA",36084.0,California,CA,6.0,Alameda County,1.0,4036.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,105.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,4484.0,62.84999847412109,97400.0,69.43000030517578,406.0,340.0,,0.7940541042938857
867,2017,7992700007,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,204.0,Not applicable,3,Loan originated,1,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,44.02,Hispanic or Latino,1,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,59.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4688.0,88.94999694824219,75200.0,40.56999969482422,472.0,1348.0,,0.7940541042938857
868,2017,43-1965151,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,30.0,Not applicable,3,Application denied by financial institution,3,"Dallas, Plano, Irving - TX",19124.0,Texas,TX,48.0,Dallas County,113.0,78.04,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,American Indian or Alaska Native,1,Black or African American,3.0,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,3.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5208.0,78.41999816894531,73400.0,64.52999877929688,484.0,867.0,,0.7940541042938857
869,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,98.0,Not applicable,3,Application denied by financial institution,3,"Buffalo, Cheektowaga, Niagara Falls - NY",15380.0,New York,NY,36.0,Erie County,29.0,9.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,35.0,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2411.0,11.859999656677246,68200.0,79.58000183105469,576.0,1060.0,,0.7940541042938857
870,2017,0000057777,Federal Deposit Insurance Corporation,FDIC,3,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,43.0,Not applicable,3,Application denied by financial institution,3,Philadelphia - PA,37964.0,Pennsylvania,PA,42.0,Philadelphia County,101.0,172.01,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,25.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,Credit application incomplete,7.0,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3516.0,97.63999938964844,57400.0,52.36000061035156,766.0,1491.0,,0.7940541042938857
871,2017,0000804963,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,666.0,Not applicable,3,Loan originated,1,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Douglas County,35.0,141.16,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,221.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5331.0,33.20000076293945,83900.0,190.47999572753903,671.0,876.0,,0.7940541042938857
872,2017,47-0912342,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,231.0,Not applicable,3,Loan originated,1,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,San Bernardino County,71.0,114.01,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,96.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4813.0,27.15999984741211,63200.0,81.04000091552734,845.0,4638.0,,0.7940541042938857
873,2017,26-1717830,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,145.0,Preapproval was not requested,2,Loan originated,1,Tallahassee - FL,45220.0,Florida,FL,12.0,Leon County,73.0,24.03,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,38.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2920.0,48.38999938964844,68500.0,84.70999908447266,844.0,1135.0,,0.7940541042938857
874,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,285.0,Not applicable,3,Application denied by financial institution,3,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Kings County,47.0,1220.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,134.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5573.0,100.0,73700.0,80.94999694824219,381.0,1576.0,,0.7940541042938857
